flask,ph,seconds,species
p_h_7_6_6,7.295415039,1568037,nanno
p_h_7_6_4,7.055118408,1568097,nanno
p_h_8_2_7,8.097445068,1568097,nanno
p_h_8_2_5,7.916824951,1568097,nanno
p_h_7_6_6,7.295415039,1568097,nanno
p_h_7_6_4,7.052982178,1568157,nanno
p_h_8_2_7,8.099581299,1568157,nanno
p_h_8_2_5,7.917893066,1568157,nanno
p_h_7_6_6,7.295415039,1568157,nanno
p_h_7_6_4,7.051914063,1568217,nanno
p_h_8_2_7,8.102785645,1568217,nanno
p_h_8_2_5,7.918961182,1568217,nanno
p_h_7_6_6,7.296483154,1568217,nanno
p_h_7_6_4,7.050845947,1568277,nanno
p_h_8_2_7,8.104921875,1568277,nanno
p_h_8_2_5,7.918961182,1568277,nanno
p_h_7_6_6,7.298619385,1568277,nanno
p_h_7_6_4,7.050845947,1568337,nanno
p_h_8_2_7,8.112398682,1568337,nanno
p_h_8_2_5,7.920029297,1568337,nanno
p_h_7_6_6,7.30182373,1568337,nanno
p_h_7_6_4,7.050845947,1568397,nanno
p_h_8_2_7,8.116671143,1568397,nanno
p_h_8_2_5,7.921097412,1568397,nanno
p_h_7_6_6,7.303959961,1568397,nanno
p_h_7_6_4,7.049777832,1568457,nanno
p_h_8_2_7,8.115603027,1568457,nanno
p_h_8_2_5,7.921097412,1568457,nanno
p_h_7_6_6,7.303959961,1568457,nanno
p_h_7_6_4,7.048709717,1568517,nanno
p_h_8_2_7,8.114534912,1568517,nanno
p_h_8_2_5,7.921097412,1568517,nanno
p_h_7_6_6,7.302891846,1568517,nanno
p_h_7_6_4,7.046573486,1568577,nanno
p_h_8_2_7,8.113466797,1568577,nanno
p_h_8_2_5,7.921097412,1568577,nanno
p_h_7_6_6,7.302891846,1568577,nanno
p_h_7_6_4,7.044437256,1568637,nanno
p_h_8_2_7,8.108126221,1568637,nanno
p_h_8_2_5,7.921097412,1568637,nanno
p_h_7_6_6,7.2996875,1568637,nanno
p_h_7_6_4,7.043369141,1568697,nanno
p_h_8_2_7,8.10385376,1568697,nanno
p_h_8_2_5,7.920029297,1568697,nanno
p_h_7_6_6,7.296483154,1568697,nanno
p_h_7_6_4,7.042301025,1568757,nanno
p_h_8_2_7,8.104921875,1568757,nanno
p_h_8_2_5,7.920029297,1568757,nanno
p_h_7_6_6,7.296483154,1568757,nanno
p_h_7_6_4,7.04123291,1568817,nanno
p_h_8_2_7,8.104921875,1568817,nanno
p_h_8_2_5,7.920029297,1568817,nanno
p_h_7_6_6,7.296483154,1568817,nanno
p_h_7_6_4,7.04123291,1568877,nanno
p_h_8_2_7,8.104921875,1568877,nanno
p_h_8_2_5,7.920029297,1568877,nanno
p_h_7_6_6,7.296483154,1568877,nanno
p_h_7_6_4,7.04123291,1568937,nanno
p_h_8_2_7,8.110262451,1568937,nanno
p_h_8_2_5,7.921097412,1568937,nanno
p_h_7_6_6,7.298619385,1568937,nanno
p_h_7_6_4,7.042301025,1568997,nanno
p_h_8_2_7,8.111330566,1568997,nanno
p_h_8_2_5,7.921097412,1568997,nanno
p_h_7_6_6,7.2996875,1568997,nanno
p_h_7_6_4,7.042301025,1569057,nanno
p_h_8_2_7,8.108126221,1569057,nanno
p_h_8_2_5,7.921097412,1569057,nanno
p_h_7_6_6,7.298619385,1569057,nanno
p_h_7_6_4,7.042301025,1569117,nanno
p_h_8_2_7,8.10598999,1569117,nanno
p_h_8_2_5,7.921097412,1569117,nanno
p_h_7_6_6,7.29755127,1569117,nanno
p_h_7_6_4,7.042301025,1569177,nanno
p_h_8_2_7,8.104921875,1569177,nanno
p_h_8_2_5,7.920029297,1569177,nanno
p_h_7_6_6,7.29755127,1569177,nanno
p_h_7_6_4,7.043369141,1569237,nanno
p_h_8_2_7,8.104921875,1569237,nanno
p_h_8_2_5,7.920029297,1569237,nanno
p_h_7_6_6,7.29755127,1569237,nanno
p_h_7_6_4,7.043369141,1569297,nanno
p_h_8_2_7,8.099581299,1569297,nanno
p_h_8_2_5,7.920029297,1569297,nanno
p_h_7_6_6,7.296483154,1569297,nanno
p_h_7_6_4,7.044437256,1569357,nanno
p_h_8_2_7,8.096376953,1569357,nanno
p_h_8_2_5,7.918961182,1569357,nanno
p_h_7_6_6,7.295415039,1569357,nanno
p_h_7_6_4,7.046573486,1569417,nanno
p_h_8_2_7,8.099581299,1569417,nanno
p_h_8_2_5,7.918961182,1569417,nanno
p_h_7_6_6,7.29755127,1569417,nanno
p_h_7_6_4,7.049777832,1569477,nanno
p_h_8_2_7,8.102785645,1569477,nanno
p_h_8_2_5,7.920029297,1569477,nanno
p_h_7_6_6,7.2996875,1569477,nanno
p_h_7_6_4,7.052982178,1569537,nanno
p_h_8_2_7,8.104921875,1569537,nanno
p_h_8_2_5,7.920029297,1569537,nanno
p_h_7_6_6,7.302891846,1569537,nanno
p_h_7_6_4,7.057254639,1569597,nanno
p_h_8_2_7,8.108126221,1569597,nanno
p_h_8_2_5,7.921097412,1569597,nanno
p_h_7_6_6,7.306096191,1569597,nanno
p_h_7_6_4,7.060458984,1569657,nanno
p_h_8_2_7,8.110262451,1569657,nanno
p_h_8_2_5,7.922165527,1569657,nanno
p_h_7_6_6,7.310368652,1569657,nanno
p_h_7_6_4,7.064731445,1569717,nanno
p_h_8_2_7,8.113466797,1569717,nanno
p_h_8_2_5,7.923233643,1569717,nanno
p_h_7_6_6,7.313572998,1569717,nanno
p_h_7_6_4,7.070072021,1569777,nanno
p_h_8_2_7,8.120943604,1569777,nanno
p_h_8_2_5,7.924301758,1569777,nanno
p_h_7_6_6,7.318913574,1569777,nanno
p_h_7_6_4,7.073276367,1569837,nanno
p_h_8_2_7,8.125216064,1569837,nanno
p_h_8_2_5,7.925369873,1569837,nanno
p_h_7_6_6,7.323186035,1569837,nanno
p_h_7_6_4,7.076480713,1569897,nanno
p_h_8_2_7,8.124147949,1569897,nanno
p_h_8_2_5,7.924301758,1569897,nanno
p_h_7_6_6,7.325322266,1569897,nanno
p_h_7_6_4,7.079685059,1569957,nanno
p_h_8_2_7,8.122011719,1569957,nanno
p_h_8_2_5,7.924301758,1569957,nanno
p_h_7_6_6,7.326390381,1569957,nanno
p_h_7_6_4,7.081821289,1570017,nanno
p_h_8_2_7,8.120943604,1570017,nanno
p_h_8_2_5,7.924301758,1570017,nanno
p_h_7_6_6,7.328526611,1570017,nanno
p_h_7_6_4,7.08395752,1570077,nanno
p_h_8_2_7,8.118807373,1570077,nanno
p_h_8_2_5,7.924301758,1570077,nanno
p_h_7_6_6,7.328526611,1570077,nanno
p_h_7_6_4,7.08609375,1570137,nanno
p_h_8_2_7,8.117739258,1570137,nanno
p_h_8_2_5,7.924301758,1570137,nanno
p_h_7_6_6,7.329594727,1570137,nanno
p_h_7_6_4,7.08822998,1570197,nanno
p_h_8_2_7,8.116671143,1570197,nanno
p_h_8_2_5,7.924301758,1570197,nanno
p_h_7_6_6,7.329594727,1570197,nanno
p_h_7_6_4,7.090366211,1570257,nanno
p_h_8_2_7,8.115603027,1570257,nanno
p_h_8_2_5,7.924301758,1570257,nanno
p_h_7_6_6,7.330662842,1570257,nanno
p_h_7_6_4,7.092502441,1570317,nanno
p_h_8_2_7,8.115603027,1570317,nanno
p_h_8_2_5,7.924301758,1570317,nanno
p_h_7_6_6,7.332799072,1570317,nanno
p_h_7_6_4,7.094638672,1570377,nanno
p_h_8_2_7,8.113466797,1570377,nanno
p_h_8_2_5,7.924301758,1570377,nanno
p_h_7_6_6,7.332799072,1570377,nanno
p_h_7_6_4,7.096774902,1570437,nanno
p_h_8_2_7,8.112398682,1570437,nanno
p_h_8_2_5,7.924301758,1570437,nanno
p_h_7_6_6,7.333867188,1570437,nanno
p_h_7_6_4,7.099979248,1570497,nanno
p_h_8_2_7,8.112398682,1570497,nanno
p_h_8_2_5,7.924301758,1570497,nanno
p_h_7_6_6,7.334935303,1570497,nanno
p_h_7_6_4,7.102115479,1570557,nanno
p_h_8_2_7,8.111330566,1570557,nanno
p_h_8_2_5,7.924301758,1570557,nanno
p_h_7_6_6,7.336003418,1570557,nanno
p_h_7_6_4,7.105319824,1570617,nanno
p_h_8_2_7,8.110262451,1570617,nanno
p_h_8_2_5,7.923233643,1570617,nanno
p_h_7_6_6,7.337071533,1570617,nanno
p_h_7_6_4,7.107456055,1570677,nanno
p_h_8_2_7,8.109194336,1570677,nanno
p_h_8_2_5,7.923233643,1570677,nanno
p_h_7_6_6,7.338139648,1570677,nanno
p_h_7_6_4,7.1106604,1570737,nanno
p_h_8_2_7,8.109194336,1570737,nanno
p_h_8_2_5,7.923233643,1570737,nanno
p_h_7_6_6,7.339207764,1570737,nanno
p_h_7_6_4,7.112796631,1570797,nanno
p_h_8_2_7,8.102785645,1570797,nanno
p_h_8_2_5,7.922165527,1570797,nanno
p_h_7_6_6,7.339207764,1570797,nanno
p_h_7_6_4,7.116000977,1570857,nanno
p_h_8_2_7,8.101717529,1570857,nanno
p_h_8_2_5,7.922165527,1570857,nanno
p_h_7_6_6,7.340275879,1570857,nanno
p_h_7_6_4,7.119205322,1570917,nanno
p_h_8_2_7,8.104921875,1570917,nanno
p_h_8_2_5,7.923233643,1570917,nanno
p_h_7_6_6,7.343480225,1570917,nanno
p_h_7_6_4,7.123477783,1570977,nanno
p_h_8_2_7,8.104921875,1570977,nanno
p_h_8_2_5,7.922165527,1570977,nanno
p_h_7_6_6,7.343480225,1570977,nanno
p_h_7_6_4,7.127750244,1571037,nanno
p_h_8_2_7,8.107058105,1571037,nanno
p_h_8_2_5,7.923233643,1571037,nanno
p_h_7_6_6,7.345616455,1571037,nanno
p_h_7_6_4,7.134158936,1571097,nanno
p_h_8_2_7,8.111330566,1571097,nanno
p_h_8_2_5,7.924301758,1571097,nanno
p_h_7_6_6,7.349888916,1571097,nanno
p_h_7_6_4,7.140567627,1571157,nanno
p_h_8_2_7,8.114534912,1571157,nanno
p_h_8_2_5,7.925369873,1571157,nanno
p_h_7_6_6,7.355229492,1571157,nanno
p_h_7_6_4,7.145908203,1571217,nanno
p_h_8_2_7,8.117739258,1571217,nanno
p_h_8_2_5,7.925369873,1571217,nanno
p_h_7_6_6,7.359501953,1571217,nanno
p_h_7_6_4,7.152316895,1571277,nanno
p_h_8_2_7,8.129488525,1571277,nanno
p_h_8_2_5,7.928574219,1571277,nanno
p_h_7_6_6,7.370183105,1571277,nanno
p_h_7_6_4,7.156589355,1571337,nanno
p_h_8_2_7,8.131624756,1571337,nanno
p_h_8_2_5,7.928574219,1571337,nanno
p_h_7_6_6,7.374455566,1571337,nanno
p_h_7_6_4,7.160861816,1571397,nanno
p_h_8_2_7,8.129488525,1571397,nanno
p_h_8_2_5,7.928574219,1571397,nanno
p_h_7_6_6,7.375523682,1571397,nanno
p_h_7_6_4,7.164066162,1571457,nanno
p_h_8_2_7,8.12842041,1571457,nanno
p_h_8_2_5,7.928574219,1571457,nanno
p_h_7_6_6,7.377659912,1571457,nanno
p_h_7_6_4,7.166202393,1571517,nanno
p_h_8_2_7,8.12628418,1571517,nanno
p_h_8_2_5,7.927506104,1571517,nanno
p_h_7_6_6,7.378728027,1571517,nanno
p_h_7_6_4,7.169406738,1571577,nanno
p_h_8_2_7,8.124147949,1571577,nanno
p_h_8_2_5,7.927506104,1571577,nanno
p_h_7_6_6,7.379796143,1571577,nanno
p_h_7_6_4,7.171542969,1571637,nanno
p_h_8_2_7,8.124147949,1571637,nanno
p_h_8_2_5,7.927506104,1571637,nanno
p_h_7_6_6,7.380864258,1571637,nanno
p_h_7_6_4,7.174747314,1571697,nanno
p_h_8_2_7,8.122011719,1571697,nanno
p_h_8_2_5,7.927506104,1571697,nanno
p_h_7_6_6,7.383000488,1571697,nanno
p_h_7_6_4,7.17795166,1571757,nanno
p_h_8_2_7,8.120943604,1571757,nanno
p_h_8_2_5,7.927506104,1571757,nanno
p_h_7_6_6,7.384068604,1571757,nanno
p_h_7_6_4,7.180087891,1571817,nanno
p_h_8_2_7,8.118807373,1571817,nanno
p_h_8_2_5,7.927506104,1571817,nanno
p_h_7_6_6,7.384068604,1571817,nanno
p_h_7_6_4,7.183292236,1571877,nanno
p_h_8_2_7,8.117739258,1571877,nanno
p_h_8_2_5,7.927506104,1571877,nanno
p_h_7_6_6,7.385136719,1571877,nanno
p_h_7_6_4,7.186496582,1571937,nanno
p_h_8_2_7,8.115603027,1571937,nanno
p_h_8_2_5,7.927506104,1571937,nanno
p_h_7_6_6,7.386204834,1571937,nanno
p_h_7_6_4,7.189700928,1571997,nanno
p_h_8_2_7,8.115603027,1571997,nanno
p_h_8_2_5,7.927506104,1571997,nanno
p_h_7_6_6,7.387272949,1571997,nanno
p_h_7_6_4,7.192905273,1572057,nanno
p_h_8_2_7,8.115603027,1572057,nanno
p_h_8_2_5,7.927506104,1572057,nanno
p_h_7_6_6,7.38940918,1572057,nanno
p_h_7_6_4,7.196109619,1572117,nanno
p_h_8_2_7,8.113466797,1572117,nanno
p_h_8_2_5,7.926437988,1572117,nanno
p_h_7_6_6,7.38940918,1572117,nanno
p_h_7_6_4,7.19824585,1572177,nanno
p_h_8_2_7,8.113466797,1572177,nanno
p_h_8_2_5,7.926437988,1572177,nanno
p_h_7_6_6,7.390477295,1572177,nanno
p_h_7_6_4,7.201450195,1572237,nanno
p_h_8_2_7,8.108126221,1572237,nanno
p_h_8_2_5,7.926437988,1572237,nanno
p_h_7_6_6,7.39154541,1572237,nanno
p_h_7_6_4,7.204654541,1572297,nanno
p_h_8_2_7,8.107058105,1572297,nanno
p_h_8_2_5,7.925369873,1572297,nanno
p_h_7_6_6,7.392613525,1572297,nanno
p_h_7_6_4,7.207858887,1572357,nanno
p_h_8_2_7,8.109194336,1572357,nanno
p_h_8_2_5,7.926437988,1572357,nanno
p_h_7_6_6,7.394749756,1572357,nanno
p_h_7_6_4,7.213199463,1572417,nanno
p_h_8_2_7,8.110262451,1572417,nanno
p_h_8_2_5,7.926437988,1572417,nanno
p_h_7_6_6,7.396885986,1572417,nanno
p_h_7_6_4,7.217471924,1572477,nanno
p_h_8_2_7,8.114534912,1572477,nanno
p_h_8_2_5,7.926437988,1572477,nanno
p_h_7_6_6,7.401158447,1572477,nanno
p_h_7_6_4,7.2228125,1572537,nanno
p_h_8_2_7,8.117739258,1572537,nanno
p_h_8_2_5,7.927506104,1572537,nanno
p_h_7_6_6,7.405430908,1572537,nanno
p_h_7_6_4,7.228153076,1572597,nanno
p_h_8_2_7,8.119875488,1572597,nanno
p_h_8_2_5,7.928574219,1572597,nanno
p_h_7_6_6,7.409703369,1572597,nanno
p_h_7_6_4,7.232425537,1572657,nanno
p_h_8_2_7,8.118807373,1572657,nanno
p_h_8_2_5,7.928574219,1572657,nanno
p_h_7_6_6,7.41397583,1572657,nanno
p_h_7_6_4,7.237766113,1572717,nanno
p_h_8_2_7,8.127352295,1572717,nanno
p_h_8_2_5,7.929642334,1572717,nanno
p_h_7_6_6,7.420384521,1572717,nanno
p_h_7_6_4,7.243106689,1572777,nanno
p_h_8_2_7,8.125216064,1572777,nanno
p_h_8_2_5,7.929642334,1572777,nanno
p_h_7_6_6,7.423588867,1572777,nanno
p_h_7_6_4,7.246311035,1572837,nanno
p_h_8_2_7,8.122011719,1572837,nanno
p_h_8_2_5,7.929642334,1572837,nanno
p_h_7_6_6,7.425725098,1572837,nanno
p_h_7_6_4,7.248447266,1572897,nanno
p_h_8_2_7,8.118807373,1572897,nanno
p_h_8_2_5,7.929642334,1572897,nanno
p_h_7_6_6,7.425725098,1572897,nanno
p_h_7_6_4,7.250583496,1572957,nanno
p_h_8_2_7,8.116671143,1572957,nanno
p_h_8_2_5,7.928574219,1572957,nanno
p_h_7_6_6,7.426793213,1572957,nanno
p_h_7_6_4,7.252719727,1573017,nanno
p_h_8_2_7,8.113466797,1573017,nanno
p_h_8_2_5,7.928574219,1573017,nanno
p_h_7_6_6,7.427861328,1573017,nanno
p_h_7_6_4,7.254855957,1573077,nanno
p_h_8_2_7,8.111330566,1573077,nanno
p_h_8_2_5,7.927506104,1573077,nanno
p_h_7_6_6,7.427861328,1573077,nanno
p_h_7_6_4,7.256992188,1573137,nanno
p_h_8_2_7,8.109194336,1573137,nanno
p_h_8_2_5,7.927506104,1573137,nanno
p_h_7_6_6,7.428929443,1573137,nanno
p_h_7_6_4,7.258060303,1573197,nanno
p_h_8_2_7,8.108126221,1573197,nanno
p_h_8_2_5,7.927506104,1573197,nanno
p_h_7_6_6,7.428929443,1573197,nanno
p_h_7_6_4,7.260196533,1573257,nanno
p_h_8_2_7,8.10598999,1573257,nanno
p_h_8_2_5,7.926437988,1573257,nanno
p_h_7_6_6,7.429997559,1573257,nanno
p_h_7_6_4,7.262332764,1573317,nanno
p_h_8_2_7,8.101717529,1573317,nanno
p_h_8_2_5,7.925369873,1573317,nanno
p_h_7_6_6,7.429997559,1573317,nanno
p_h_7_6_4,7.264468994,1573377,nanno
p_h_8_2_7,8.097445068,1573377,nanno
p_h_8_2_5,7.924301758,1573377,nanno
p_h_7_6_6,7.428929443,1573377,nanno
p_h_7_6_4,7.266605225,1573437,nanno
p_h_8_2_7,8.099581299,1573437,nanno
p_h_8_2_5,7.924301758,1573437,nanno
p_h_7_6_6,7.431065674,1573437,nanno
p_h_7_6_4,7.268741455,1573497,nanno
p_h_8_2_7,8.097445068,1573497,nanno
p_h_8_2_5,7.924301758,1573497,nanno
p_h_7_6_6,7.431065674,1573497,nanno
p_h_7_6_4,7.270877686,1573557,nanno
p_h_8_2_7,8.097445068,1573557,nanno
p_h_8_2_5,7.924301758,1573557,nanno
p_h_7_6_6,7.433201904,1573557,nanno
p_h_7_6_4,7.274082031,1573617,nanno
p_h_8_2_7,8.10385376,1573617,nanno
p_h_8_2_5,7.924301758,1573617,nanno
p_h_7_6_6,7.437474365,1573617,nanno
p_h_7_6_4,7.276218262,1573677,nanno
p_h_8_2_7,8.099581299,1573677,nanno
p_h_8_2_5,7.924301758,1573677,nanno
p_h_7_6_6,7.43854248,1573677,nanno
p_h_7_6_4,7.278354492,1573737,nanno
p_h_8_2_7,8.093172607,1573737,nanno
p_h_8_2_5,7.923233643,1573737,nanno
p_h_7_6_6,7.437474365,1573737,nanno
p_h_7_6_4,7.281558838,1573797,nanno
p_h_8_2_7,8.095308838,1573797,nanno
p_h_8_2_5,7.923233643,1573797,nanno
p_h_7_6_6,7.43854248,1573797,nanno
p_h_7_6_4,7.284763184,1573857,nanno
p_h_8_2_7,8.095308838,1573857,nanno
p_h_8_2_5,7.923233643,1573857,nanno
p_h_7_6_6,7.440678711,1573857,nanno
p_h_7_6_4,7.289035645,1573917,nanno
p_h_8_2_7,8.098513184,1573917,nanno
p_h_8_2_5,7.923233643,1573917,nanno
p_h_7_6_6,7.444951172,1573917,nanno
p_h_7_6_4,7.294376221,1573977,nanno
p_h_8_2_7,8.100649414,1573977,nanno
p_h_8_2_5,7.924301758,1573977,nanno
p_h_7_6_6,7.448155518,1573977,nanno
p_h_7_6_4,7.299716797,1574037,nanno
p_h_8_2_7,8.101717529,1574037,nanno
p_h_8_2_5,7.924301758,1574037,nanno
p_h_7_6_6,7.451359863,1574037,nanno
p_h_7_6_4,7.303989258,1574097,nanno
p_h_8_2_7,8.104921875,1574097,nanno
p_h_8_2_5,7.924301758,1574097,nanno
p_h_7_6_6,7.455632324,1574097,nanno
p_h_7_6_4,7.309329834,1574157,nanno
p_h_8_2_7,8.111330566,1574157,nanno
p_h_8_2_5,7.925369873,1574157,nanno
p_h_7_6_6,7.459904785,1574157,nanno
p_h_7_6_4,7.313602295,1574217,nanno
p_h_8_2_7,8.116671143,1574217,nanno
p_h_8_2_5,7.926437988,1574217,nanno
p_h_7_6_6,7.465245361,1574217,nanno
p_h_7_6_4,7.316806641,1574277,nanno
p_h_8_2_7,8.113466797,1574277,nanno
p_h_8_2_5,7.925369873,1574277,nanno
p_h_7_6_6,7.467381592,1574277,nanno
p_h_7_6_4,7.318942871,1574337,nanno
p_h_8_2_7,8.111330566,1574337,nanno
p_h_8_2_5,7.925369873,1574337,nanno
p_h_7_6_6,7.467381592,1574337,nanno
p_h_7_6_4,7.321079102,1574397,nanno
p_h_8_2_7,8.108126221,1574397,nanno
p_h_8_2_5,7.925369873,1574397,nanno
p_h_7_6_6,7.468449707,1574397,nanno
p_h_7_6_4,7.323215332,1574457,nanno
p_h_8_2_7,8.10598999,1574457,nanno
p_h_8_2_5,7.924301758,1574457,nanno
p_h_7_6_6,7.469517822,1574457,nanno
p_h_7_6_4,7.324283447,1574517,nanno
p_h_8_2_7,8.104921875,1574517,nanno
p_h_8_2_5,7.924301758,1574517,nanno
p_h_7_6_6,7.469517822,1574517,nanno
p_h_7_6_4,7.326419678,1574577,nanno
p_h_8_2_7,8.102785645,1574577,nanno
p_h_8_2_5,7.923233643,1574577,nanno
p_h_7_6_6,7.470585938,1574577,nanno
p_h_7_6_4,7.328555908,1574637,nanno
p_h_8_2_7,8.101717529,1574637,nanno
p_h_8_2_5,7.923233643,1574637,nanno
p_h_7_6_6,7.471654053,1574637,nanno
p_h_7_6_4,7.329624023,1574697,nanno
p_h_8_2_7,8.100649414,1574697,nanno
p_h_8_2_5,7.923233643,1574697,nanno
p_h_7_6_6,7.471654053,1574697,nanno
p_h_7_6_4,7.331760254,1574757,nanno
p_h_8_2_7,8.099581299,1574757,nanno
p_h_8_2_5,7.923233643,1574757,nanno
p_h_7_6_6,7.472722168,1574757,nanno
p_h_7_6_4,7.333896484,1574817,nanno
p_h_8_2_7,8.098513184,1574817,nanno
p_h_8_2_5,7.922165527,1574817,nanno
p_h_7_6_6,7.472722168,1574817,nanno
p_h_7_6_4,7.336032715,1574877,nanno
p_h_8_2_7,8.096376953,1574877,nanno
p_h_8_2_5,7.922165527,1574877,nanno
p_h_7_6_6,7.473790283,1574877,nanno
p_h_7_6_4,7.338168945,1574937,nanno
p_h_8_2_7,8.095308838,1574937,nanno
p_h_8_2_5,7.922165527,1574937,nanno
p_h_7_6_6,7.474858398,1574937,nanno
p_h_7_6_4,7.340305176,1574997,nanno
p_h_8_2_7,8.093172607,1574997,nanno
p_h_8_2_5,7.921097412,1574997,nanno
p_h_7_6_6,7.474858398,1574997,nanno
p_h_7_6_4,7.342441406,1575057,nanno
p_h_8_2_7,8.092104492,1575057,nanno
p_h_8_2_5,7.921097412,1575057,nanno
p_h_7_6_6,7.475926514,1575057,nanno
p_h_7_6_4,7.344577637,1575117,nanno
p_h_8_2_7,8.091036377,1575117,nanno
p_h_8_2_5,7.920029297,1575117,nanno
p_h_7_6_6,7.475926514,1575117,nanno
p_h_7_6_4,7.345645752,1575177,nanno
p_h_8_2_7,8.086763916,1575177,nanno
p_h_8_2_5,7.920029297,1575177,nanno
p_h_7_6_6,7.475926514,1575177,nanno
p_h_7_6_4,7.348850098,1575237,nanno
p_h_8_2_7,8.08142334,1575237,nanno
p_h_8_2_5,7.918961182,1575237,nanno
p_h_7_6_6,7.474858398,1575237,nanno
p_h_7_6_4,7.350986328,1575297,nanno
p_h_8_2_7,8.084627686,1575297,nanno
p_h_8_2_5,7.918961182,1575297,nanno
p_h_7_6_6,7.476994629,1575297,nanno
p_h_7_6_4,7.355258789,1575357,nanno
p_h_8_2_7,8.086763916,1575357,nanno
p_h_8_2_5,7.918961182,1575357,nanno
p_h_7_6_6,7.479130859,1575357,nanno
p_h_7_6_4,7.358463135,1575417,nanno
p_h_8_2_7,8.088900146,1575417,nanno
p_h_8_2_5,7.918961182,1575417,nanno
p_h_7_6_6,7.482335205,1575417,nanno
p_h_7_6_4,7.362735596,1575477,nanno
p_h_8_2_7,8.091036377,1575477,nanno
p_h_8_2_5,7.920029297,1575477,nanno
p_h_7_6_6,7.485539551,1575477,nanno
p_h_7_6_4,7.367008057,1575537,nanno
p_h_8_2_7,8.093172607,1575537,nanno
p_h_8_2_5,7.920029297,1575537,nanno
p_h_7_6_6,7.490880127,1575537,nanno
p_h_7_6_4,7.371280518,1575597,nanno
p_h_8_2_7,8.094240723,1575597,nanno
p_h_8_2_5,7.921097412,1575597,nanno
p_h_7_6_6,7.493016357,1575597,nanno
p_h_7_6_4,7.375552979,1575657,nanno
p_h_8_2_7,8.099581299,1575657,nanno
p_h_8_2_5,7.921097412,1575657,nanno
p_h_7_6_6,7.497288818,1575657,nanno
p_h_7_6_4,7.379825439,1575717,nanno
p_h_8_2_7,8.100649414,1575717,nanno
p_h_8_2_5,7.921097412,1575717,nanno
p_h_7_6_6,7.499425049,1575717,nanno
p_h_7_6_4,7.383029785,1575777,nanno
p_h_8_2_7,8.101717529,1575777,nanno
p_h_8_2_5,7.921097412,1575777,nanno
p_h_7_6_6,7.502629395,1575777,nanno
p_h_7_6_4,7.385166016,1575837,nanno
p_h_8_2_7,8.100649414,1575837,nanno
p_h_8_2_5,7.921097412,1575837,nanno
p_h_7_6_6,7.504765625,1575837,nanno
p_h_7_6_4,7.387302246,1575897,nanno
p_h_8_2_7,8.098513184,1575897,nanno
p_h_8_2_5,7.921097412,1575897,nanno
p_h_7_6_6,7.50583374,1575897,nanno
p_h_7_6_4,7.389438477,1575957,nanno
p_h_8_2_7,8.10385376,1575957,nanno
p_h_8_2_5,7.921097412,1575957,nanno
p_h_7_6_6,7.509038086,1575957,nanno
p_h_7_6_4,7.390506592,1576017,nanno
p_h_8_2_7,8.104921875,1576017,nanno
p_h_8_2_5,7.922165527,1576017,nanno
p_h_7_6_6,7.511174316,1576017,nanno
p_h_7_6_4,7.392642822,1576077,nanno
p_h_8_2_7,8.100649414,1576077,nanno
p_h_8_2_5,7.921097412,1576077,nanno
p_h_7_6_6,7.511174316,1576077,nanno
p_h_7_6_4,7.393710938,1576137,nanno
p_h_8_2_7,8.097445068,1576137,nanno
p_h_8_2_5,7.921097412,1576137,nanno
p_h_7_6_6,7.511174316,1576137,nanno
p_h_7_6_4,7.395847168,1576197,nanno
p_h_8_2_7,8.094240723,1576197,nanno
p_h_8_2_5,7.920029297,1576197,nanno
p_h_7_6_6,7.510106201,1576197,nanno
p_h_7_6_4,7.396915283,1576257,nanno
p_h_8_2_7,8.093172607,1576257,nanno
p_h_8_2_5,7.920029297,1576257,nanno
p_h_7_6_6,7.511174316,1576257,nanno
p_h_7_6_4,7.397983398,1576317,nanno
p_h_8_2_7,8.091036377,1576317,nanno
p_h_8_2_5,7.918961182,1576317,nanno
p_h_7_6_6,7.511174316,1576317,nanno
p_h_7_6_4,7.400119629,1576377,nanno
p_h_8_2_7,8.089968262,1576377,nanno
p_h_8_2_5,7.918961182,1576377,nanno
p_h_7_6_6,7.512242432,1576377,nanno
p_h_7_6_4,7.402255859,1576437,nanno
p_h_8_2_7,8.087832031,1576437,nanno
p_h_8_2_5,7.917893066,1576437,nanno
p_h_7_6_6,7.512242432,1576437,nanno
p_h_7_6_4,7.40439209,1576497,nanno
p_h_8_2_7,8.086763916,1576497,nanno
p_h_8_2_5,7.917893066,1576497,nanno
p_h_7_6_6,7.512242432,1576497,nanno
p_h_7_6_4,7.405460205,1576557,nanno
p_h_8_2_7,8.084627686,1576557,nanno
p_h_8_2_5,7.916824951,1576557,nanno
p_h_7_6_6,7.513310547,1576557,nanno
p_h_7_6_4,7.407596436,1576617,nanno
p_h_8_2_7,8.08355957,1576617,nanno
p_h_8_2_5,7.916824951,1576617,nanno
p_h_7_6_6,7.513310547,1576617,nanno
p_h_7_6_4,7.408664551,1576677,nanno
p_h_8_2_7,8.076082764,1576677,nanno
p_h_8_2_5,7.915756836,1576677,nanno
p_h_7_6_6,7.512242432,1576677,nanno
p_h_7_6_4,7.410800781,1576737,nanno
p_h_8_2_7,8.079287109,1576737,nanno
p_h_8_2_5,7.915756836,1576737,nanno
p_h_7_6_6,7.513310547,1576737,nanno
p_h_7_6_4,7.412937012,1576797,nanno
